id_municipio,uf,municipio,easting,northing
1417,MG,Bicas,701080.995,7596551.447
1418,MG,Biquinhas,447581.294,7923949.406
1419,MG,Boa Esperança,441710.24,7667487.661
1420,MG,Bocaina de Minas,562150.015,7548267.499
1421,MG,Bocaiúva,626552.436,8107497.464
1422,MG,Bom Despacho,472530.906,7817421.245
1423,MG,Bom Jardim de Minas,583796.531,7572720.722
1424,MG,Bom Jesus da Penha,342303.39,7675467.004
1425,MG,Bom Jesus do Amparo,659494.224,7820400.969
1426,MG,Bom Jesus do Galho,781080.26,7804431.357
1427,MG,Bom Repouso,382297.023,7514977.412
1428,MG,Bom Sucesso,525587.441,7674194.253
1429,MG,Bonfim,579693.244,7751791.945
1430,MG,Bonfinópolis de Minas,395033.57,8167973.19
1431,MG,Bonito de Minas,526378.113,8305919.048
1432,MG,Borda da Mata,379935.381,7536746.956
1433,MG,Botelhos,356050.405,7606246.56
1434,MG,Botumirim,712159.52,8134227.248
1435,MG,Brasilândia de Minas,392688.812,8120183.532
1436,MG,Brasília de Minas,560932.837,8207708.482
1437,MG,Brasópolis,436935.907,7515018.09
1439,MG,Braúnas,741003.058,7891385.419
1440,MG,Brumadinho,583535.641,7771609.361
1438,MG,Brás Pires,683070.409,7694347.931
1441,MG,Bueno Brandão,361167.397,7518031.803
1442,MG,Buenópolis,587135.446,8023514.751
1443,MG,Bugre,788240.11,7850063.311
1444,MG,Buritis,347553.268,8272388.521
1445,MG,Buritizeiro,504187.666,8080000.636
1446,MG,Cabeceira Grande,276794.371,8226235.238
1447,MG,Cabo Verde,355793.126,7625199.632
1451,MG,Cachoeira Dourada,24220.391,7946761.169
1448,MG,Cachoeira da Prata,557245.73,7841435.984
1449,MG,Cachoeira de Minas,419596.487,7528101.221
1450,MG,Cachoeira de Pajeú,875288.623,8231351.618
1452,MG,Caetanópolis,561055.227,7866199.001
1453,MG,Caeté,639200.513,7800959.598
1454,MG,Caiana,819902.063,7708511.251
1455,MG,Cajuri,729784.162,7699488.293
1456,MG,Caldas,357018.143,7575570.193
1457,MG,Camacho,483400.786,7718862.312
1458,MG,Camanducaia,381983.138,7483527.06
1460,MG,Cambuquira,470079.539,7583306.567
1459,MG,Cambuí,391341.731,7499096.462
1462,MG,Campanha,458623.39,7585274.133
1461,MG,Campanário,845263.249,7979880.203
1463,MG,Campestre,371936.968,7598994.898
1464,MG,Campina Verde,28985.422,7833449.785
1465,MG,Campo Azul,520316.941,8175436.239
1466,MG,Campo Belo,471930.459,7689650.551
1468,MG,Campo Florido,125645.495,7810786.45
1467,MG,Campo do Meio,414078.766,7665152.129
1469,MG,Campos Altos,377101.719,7822246.438
1470,MG,Campos Gerais,421459.443,7651431.867
1473,MG,Cana Verde,481289.241,7675273.428
1471,MG,Canaã,748263.01,7710679.792
1474,MG,Candeias,471223.304,7703368.231
1475,MG,Cantagalo,751016.742,7950098.64
1472,MG,Canápolis,56527.222,7924789.44
1476,MG,Caparaó,822666.374,7726932.031
1477,MG,Capela Nova,643306.486,7686322.514
1478,MG,Capelinha,763625.357,8042506.706
1479,MG,Capetinga,285627.314,7718959.53
1480,MG,Capim Branco,591229.928,7838407.328
1481,MG,Capinópolis,17639.052,7927717.578
1482,MG,Capitão Andrade,830318.69,7887933.444
1483,MG,Capitão Enéas,637968.958,8194506.845
1484,MG,Capitólio,390671.14,7719955.949
1485,MG,Caputira,785522.387,7767320.289
1487,MG,Caranaíba,630892.19,7691654.233
1488,MG,Carandaí,623613.481,7682196.319
1489,MG,Carangola,809175.448,7704414.883
1490,MG,Caratinga,800798.809,7809558.074
1486,MG,Caraí,851037.13,8096861.652
1491,MG,Carbonita,710866.224,8061209.924
1492,MG,Careaçu,428177.245,7562318.546
1493,MG,Carlos Chagas,948649.433,8038261.346
1495,MG,Carmo da Cachoeira,477200.184,7626561.253
1496,MG,Carmo da Mata,513185.357,7726815.133
1497,MG,Carmo de Minas,486521.473,7553844.327
1498,MG,Carmo do Cajuru,524403.064,7767346.422
1499,MG,Carmo do Paranaíba,361396.612,7899655.347
1500,MG,Carmo do Rio Claro,384101.335,7680369.46
1494,MG,Carmésia,695873.574,7888425.77
1501,MG,Carmópolis de Minas,538199.648,7728766.069
1502,MG,Carneirinho,-97032.9,7811845.015
1503,MG,Carrancas,536817.748,7623605.324
1505,MG,Carvalhos,555413.251,7567075.461
1504,MG,Carvalhópolis,412935.315,7592001.958
1506,MG,Casa Grande,610913.462,7700448.16
1507,MG,Cascalho Rico,196902.844,7943535.562
1509,MG,Cataguases,739527.061,7632662.332
1510,MG,Catas Altas,666667.827,7779600.068
1511,MG,Catas Altas da Noruega,656864.167,7711423.658
1512,MG,Catuji,869199.853,8083726.93
1513,MG,Catuti,718692.042,8300651.377
1514,MG,Caxambu,507035.205,7569910.619
1515,MG,Cedro do Abaeté,425126.68,7882891.042
1516,MG,Central de Minas,888680.353,7921570.79
1517,MG,Centralina,56400.337,7939876.119
1519,MG,Chalé,846322.407,7780070.846
1521,MG,Chapada Gaúcha,434338.63,8308247.885
1520,MG,Chapada do Norte,761881.248,8109043.519
1522,MG,Chiador,700104.204,7565952.144
1518,MG,Chácara,684691.206,7602275.568
1523,MG,Cipotânea,670268.967,7687764.006
1524,MG,Claraval,262387.02,7742938.429
1525,MG,Claro dos Poções,584471.008,8111198.448
1526,MG,Cláudio,524269.424,7739403.499
1527,MG,Coimbra,728824.023,7692501.408
1528,MG,Coluna,728916.741,7982894.95
1529,MG,Comendador Gomes,72235.666,7816872.111
1530,MG,Comercinho,842599.339,8195602.566
1531,MG,Conceição da Aparecida,374848.518,7666751.363
1532,MG,Conceição da Barra de Minas,554733.203,7663201.6
1533,MG,Conceição das Alagoas,145678.1,7794118.935
1534,MG,Conceição das Pedras,452958.598,7549652.922
1535,MG,Conceição de Ipanema,846460.222,7792565.312
1536,MG,Conceição do Mato Dentro,666058.171,7894619.272
1537,MG,Conceição do Pará,511052.325,7816666.869
1538,MG,Conceição do Rio Verde,491009.014,7580692.24
1539,MG,Conceição dos Ouros,417700.891,7521810.272
1541,MG,Confins,605571.302,7829351.49
1542,MG,Congonhal,392445.821,7550338.907
1543,MG,Congonhas,619815.434,7733226.363
1544,MG,Congonhas do Norte,639448.826,7920555.641
1545,MG,Conquista,233157.039,7794109.538
1546,MG,Conselheiro Lafaiete,626602.301,7714625.206
1547,MG,Conselheiro Pena,870944.49,7875622.375
1548,MG,Consolação,404842.649,7506077.569
1549,MG,Contagem,599010.769,7795756.113
1550,MG,Coqueiral,454684.054,7657231.508
1551,MG,Coração de Jesus,567862.972,8155286.292
1552,MG,Cordisburgo,571264.758,7885491.896
1553,MG,Cordislândia,427650.256,7590352.499
1554,MG,Corinto,557661.172,7968906.047
1555,MG,Coroaci,787112.269,7939530.647
1556,MG,Coromandel,268388.324,7956036.815
1557,MG,Coronel Fabriciano,748969.443,7840145.959
1558,MG,Coronel Murta,800456.663,8160939.241
1559,MG,Coronel Pacheco,680551.931,7611569.403
1560,MG,Coronel Xavier Chaves,580989.017,7674586.401
1565,MG,Couto de Magalhães de Minas,662467.132,8001093.632
1567,MG,Cristais,446251.433,7691790.349
1569,MG,Cristiano Otoni,623137.69,7695946.297
1570,MG,Cristina,472452.914,7544127.774
1568,MG,Cristália,728480.575,8150631.139
1566,MG,Crisólita,934212.029,8089513.354
1571,MG,Crucilândia,569554.054,7744963.274
1572,MG,Cruzeiro da Fortaleza,324481.653,7904536.565
1573,MG,Cruzília,519977.197,7584871.749
1574,MG,Cuparaque,910958.135,7898512.33
1575,MG,Curral de Dentro,836672.185,8235970.192
1576,MG,Curvelo,560053.987,7926435.961
1508,MG,Cássia,299866.699,7722815.747
1561,MG,Córrego Danta,405407.527,7808209.373
1563,MG,Córrego Fundo,441405.945,7738905.367
1564,MG,Córrego Novo,772450.498,7804556.533
1562,MG,Córrego do Bom Jesus,394757.118,7497421.435
1540,MG,Cônego Marinho,562479.064,8309606.223
1577,MG,Datas,641600.606,7959750.37
1578,MG,Delfim Moreira,471280.339,7511399.534
1579,MG,Delfinópolis,307346.246,7749065.266
1580,MG,Delta,208630.971,7789182.079
1581,MG,Descoberto,711208.283,7625567.811
1582,MG,Desterro de Entre Rios,569434.763,7714780.027
1583,MG,Desterro do Melo,653905.35,7661308.443
1584,MG,Diamantina,647688.996,7982552.34
1585,MG,Diogo de Vasconcelos,688221.157,7733488.051
1586,MG,Dionísio,733536.261,7804321.093
1588,MG,Divino,797692.35,7718023.127
1589,MG,Divino das Laranjeiras,871362.582,7920336.787
1590,MG,Divinolândia de Minas,751867.577,7919566.439
1587,MG,Divinésia,707873.355,7677470.058
1591,MG,Divinópolis,511368.218,7772508.318
1592,MG,Divisa Alegre,891679.914,8258419.82
1593,MG,Divisa Nova,376702.588,7621030.874
1594,MG,Divisópolis,928878.535,8257381.948
1595,MG,Dom Bosco,365656.651,8158523.31
1596,MG,Dom Cavati,803364.156,7855311.906
1597,MG,Dom Joaquim,683791.411,7902573.907
1598,MG,Dom Silvério,712929.645,7769206.004
1599,MG,Dom Viçoso,483069.066,7539369.066
1600,MG,Dona Eusébia,727464.269,7640963.977
1601,MG,Dores de Campos,601705.813,7664928.656
1602,MG,Dores de Guanhães,718324.663,7892171.705
1603,MG,Dores do Indaiá,437787.698,7847857.453
1604,MG,Dores do Turvo,688844.705,7679162.332
1605,MG,Doresópolis,405948.33,7756521.453
1606,MG,Douradoquara,225435.018,7959850.886
1607,MG,Durandé,834671.281,7762510.089
1608,MG,Elói Mendes,441100.288,7610363.987
1609,MG,Engenheiro Caldas,810178.21,7873695.599
1610,MG,Engenheiro Navarro,611923.907,8088817.904
1611,MG,Entre Folhas,790472.196,7828009.482
1612,MG,Entre Rios de Minas,597347.452,7714023.657
1613,MG,Ervália,744082.83,7693753.145
1614,MG,Esmeraldas,572654.165,7814483.204
1615,MG,Espera Feliz,821798.208,7713442.278
1616,MG,Espinosa,735679.366,8348814.07
1617,MG,Espírito Santo do Dourado,401475.914,7561843.291
1618,MG,Estiva,395149.732,7516155.101
1619,MG,Estrela Dalva,762982.747,7593652.307
1620,MG,Estrela do Indaiá,417535.594,7841789.457
1621,MG,Estrela do Sul,215762.237,7925797.931
1622,MG,Eugenópolis,792157.161,7664185.54
1623,MG,Ewbank da Câmara,654623.638,7616260.222
1624,MG,Extrema,364795.003,7472039.281
1625,MG,Fama,414117.331,7632370.711
1626,MG,Faria Lemos,810066.71,7696042.983
1628,MG,Felisburgo,952478.31,8156042.876
1629,MG,Felixlândia,510500.938,7926757.169
1627,MG,Felício dos Santos,686029.005,8000570.717
1630,MG,Fernandes Tourinho,807123.479,7879553.871
1631,MG,Ferros,708214.778,7872060.457
1632,MG,Fervedouro,783383.867,7705793.565
1633,MG,Florestal,559483.75,7800807.43
1634,MG,Formiga,455486.551,7737354.502
1635,MG,Formoso,366962.017,8347427.407
1636,MG,Fortaleza de Minas,321874.674,7693421.039
1637,MG,Fortuna de Minas,557988.659,7837362.663
1638,MG,Francisco Badaró,781450.208,8119843.28
1639,MG,Francisco Dumont,581645.363,8085912.801
1641,MG,Francisco Sá,661220.546,8177063.611
1640,MG,Franciscópolis,816787.239,8011936.392
1642,MG,Frei Gaspar,877709.809,7998319.654
1643,MG,Frei Inocêncio,825982.254,7945545.737
1644,MG,Frei Lagonegro,736765.012,7988998.839
1645,MG,Fronteira,61289.92,7752526.696
1646,MG,Fronteira dos Vales,934529.645,8128137.936
1647,MG,Fruta de Leite,764308.714,8215935.389
1648,MG,Frutal,88144.144,7780806.259
1649,MG,Funilândia,598617.474,7858392.273
1650,MG,Galiléia,864481.293,7895533.695
1651,MG,Gameleiras,701531.922,8331651.536
1652,MG,Glaucilândia,639354.71,8136792.541
1653,MG,Goiabeira,897748.011,7897044.8
1654,MG,Goianá,686867.523,7617444.559
1656,MG,Gonzaga,765908.533,7917242.766
1655,MG,Gonçalves,412096.437,7494469.477
1657,MG,Gouveia,632809.347,7959350.542
1658,MG,Governador Valadares,820827.969,7912520.569
1660,MG,Grupiara,211544.48,7952278.367
1659,MG,Grão Mogol,724902.229,8167249.693
1661,MG,Guanhães,718071.302,7923211.898
1662,MG,Guapé,404728.577,7703802.927
1663,MG,Guaraciaba,707498.074,7723999.685
1664,MG,Guaraciama,641832.954,8118394.432
1666,MG,Guarani,703991.624,7637139.421
1665,MG,Guaranésia,313661.397,7643486.653
1667,MG,Guarará,703401.301,7595726.072
1668,MG,Guarda-Mor,277383.778,8034313.232
1669,MG,Guaxupé,322827.765,7643136.089
1670,MG,Guidoval,729617.301,7659094.542
1671,MG,Guimarânia,311386.377,7915652.007
1672,MG,Guiricema,736920.406,7675072.02
1673,MG,Gurinhatã,-3711.51,7868525.192
1674,MG,Heliodora,443735.93,7559944.144
1675,MG,Iapu,792463.382,7848262.704
1676,MG,Ibertioga,607371.737,7629571.52
1678,MG,Ibiaí,510159.904,8136032.01
1679,MG,Ibiracatu,589307.01,8268439.554
1680,MG,Ibiraci,278626.989,7736063.097
1681,MG,Ibirité,598642.805,7785453.36
1682,MG,Ibitiúra de Minas,351742.914,7559789.08
1683,MG,Ibituruna,526172.174,7660772.333
1677,MG,Ibiá,337587.869,7845887.93
1684,MG,Icaraí de Minas,510328.701,8207394.008
1685,MG,Igarapé,573249.942,7780544.523
1686,MG,Igaratinga,530730.302,7794290.723
1687,MG,Iguatama,425696.091,7768702.903
1688,MG,Ijaci,507965.712,7658616.976
1689,MG,Ilicínea,413614.246,7684244.272
1690,MG,Imbé de Minas,817916.183,7829768.777
1691,MG,Inconfidentes,363380.917,7531865.084
1692,MG,Indaiabira,800370.989,8285398.804
1693,MG,Indianópolis,193106.121,7892846.912
1694,MG,Ingaí,508793.68,7633311.119
1695,MG,Inhapim,802768.216,7836033.339
1696,MG,Inhaúma,563657.004,7844858.625
1697,MG,Inimutaba,567641.618,7929243.187
1698,MG,Ipaba,771573.419,7851123.731
1699,MG,Ipanema,844056.252,7807402.328
1700,MG,Ipatinga,757441.371,7845299.111
1701,MG,Ipiaçu,-21780.47,7925945.217
1702,MG,Ipuiúna,377093.993,7555483.6
1703,MG,Iraí de Minas,240891.801,7899359.169
1704,MG,Itabira,685480.978,7829171.327
1705,MG,Itabirinha,897758.296,7942680.525
1706,MG,Itabirito,624932.081,7760387.275
1707,MG,Itacambira,680177.575,8112753.054
1708,MG,Itacarambi,597256.869,8331627.114
1709,MG,Itaguara,553475.105,7744757.419
1710,MG,Itaipé,853894.246,8072958.712
1711,MG,Itajubá,452678.705,7520336.679
1712,MG,Itamarandiba,727184.664,8024535.558
1713,MG,Itamarati de Minas,726697.442,7630016.733
1714,MG,Itambacuri,851238.958,8002796.392
1715,MG,Itambé do Mato Dentro,676579.645,7852306.833
1716,MG,Itamogi,287439.449,7668095.528
1717,MG,Itamonte,513595.516,7535520.101
1718,MG,Itanhandu,506361.379,7534608.337
1719,MG,Itanhomi,829953.42,7876996.672
1720,MG,Itaobim,873430.522,8166191.389
1721,MG,Itapagipe,41408.038,7792928.863
1722,MG,Itapecerica,486755.66,7736460.802
1723,MG,Itapeva,374335.697,7481810.063
1724,MG,Itatiaiuçu,560482.565,7766473.823
1727,MG,Itaverava,644352.684,7712998.719
1725,MG,Itaú de Minas,317525.501,7705915.261
1726,MG,Itaúna,543900.05,7779411.65
1728,MG,Itinga,844968.345,8160806.894
1729,MG,Itueta,901883.579,7850458.741
1730,MG,Ituiutaba,29728.554,7895730.411
1731,MG,Itumirim,513236.851,7642757.111
1732,MG,Iturama,-45097.421,7810305.691
1733,MG,Itutinga,535603.921,7644609.328
1734,MG,Jaboticatubas,632500.237,7842038.431
1735,MG,Jacinto,1003519.105,8209516.291
1737,MG,Jacutinga,333456.535,7534628.466
1736,MG,Jacuí,319587.83,7675360.128
1738,MG,Jaguaraçu,735948.098,7826022.433
1740,MG,Jampruca,837054.015,7955833.963
1741,MG,Janaúba,680675.644,8252216.448
1742,MG,Januária,568232.904,8288464.617
1743,MG,Japaraíba,447586.85,7772484.162
1744,MG,Japonvar,577486.139,8232131.117
1739,MG,Jaíba,642894.025,8303272.044
1745,MG,Jeceaba,605357.863,7729114.895
1746,MG,Jenipapo de Minas,791731.711,8109197.719
1747,MG,Jequeri,743589.578,7736517.231
1748,MG,Jequitaí,559792.563,8095021.868
1749,MG,Jequitibá,601910.33,7872942.216
1750,MG,Jequitinhonha,926062.794,8178470.826
1751,MG,Jesuânia,469947.658,7568400.187
1753,MG,Joanésia,744244.115,7878415.295
1756,MG,Joaquim Felício,588594.602,8036388.554
1752,MG,Joaíma,924398.189,8154695.094
1757,MG,Jordânia,1016039.159,8236071.814
1759,MG,Josenópolis,765210.08,8169505.435
1758,MG,José Gonçalves de Minas,755506.725,8129362.022
1760,MG,José Raydan,764961.965,7983716.964
1754,MG,João Monlevade,691315.484,7808217.215
1755,MG,João Pinheiro,375789.966,8038218.169
1761,MG,Juatuba,568536.18,7794489.054
1762,MG,Juiz de Fora,671676.446,7592868.167
1763,MG,Juramento,650596.186,8136796.365
1764,MG,Juruaia,336721.616,7649447.399
1765,MG,Juvenília,590646.827,8422664.947
1766,MG,Ladainha,845044.917,8048016.036
1767,MG,Lagamar,308940.641,7989411.71
1770,MG,Lagoa Dourada,595701.776,7687111.513
1771,MG,Lagoa Formosa,352308.161,7923875.236
1772,MG,Lagoa Grande,339290.875,8027720.432
1773,MG,Lagoa Santa,616042.175,7828015.27
1768,MG,Lagoa da Prata,443505.417,7785801.763
1769,MG,Lagoa dos Patos,545204.192,8122834.887
1774,MG,Lajinha,853083.182,7767895.243
1775,MG,Lambari,463882.589,7570774.687
1776,MG,Lamim,659182.664,7700339.254
1777,MG,Laranjal,762019.958,7634632.527
1778,MG,Lassance,545180.377,8022266.829
1779,MG,Lavras,499901.535,7650404.9
1780,MG,Leandro Ferreira,497081.091,7819579.453
1781,MG,Leme do Prado,745455.659,8110223.83
1782,MG,Leopoldina,744227.197,7617390.005
1783,MG,Liberdade,570100.219,7563974.322
1784,MG,Lima Duarte,624692.185,7584549.461
1785,MG,Limeira do Oeste,-86214.234,7828603.72
1786,MG,Lontra,574286.087,8241859.51
1787,MG,Luisburgo,802834.685,7736398.683
1788,MG,Luislândia,543994.852,8218910.334
1789,MG,Luminárias,510006.378,7620908.072
1790,MG,Luz,428832.017,7811494.075
1791,MG,Machacalis,955277.951,8107456.123
1792,MG,Machado,404628.861,7602556.706
1793,MG,Madre de Deus de Minas,569538.555,7624244.834
1794,MG,Malacacheta,809824.299,8024467.861
1795,MG,Mamonas,720719.992,8335344.454
1796,MG,Manga,614195.375,8368735.694
1797,MG,Manhuaçu,810486.563,7757263.772
1798,MG,Manhumirim,817497.639,7745844.8
1799,MG,Mantena,923166.95,7919174.511
1801,MG,Mar de Espanha,706017.347,7580145.872
1800,MG,Maravilhas,533799.628,7842971.462
1802,MG,Maria da Fé,461140.61,7533429.164
1803,MG,Mariana,665518.437,7746054.99
1804,MG,Marilac,808095.927,7951129.445
1806,MG,Maripá de Minas,711606.154,7599211.716
1807,MG,Marliéria,737652.308,7819067.316
1808,MG,Marmelópolis,483069.664,7517685.329
1809,MG,Martinho Campos,474431.973,7862576.741
1810,MG,Martins Soares,826110.99,7757271.077
1811,MG,Mata Verde,957218.547,8261090.004
1812,MG,Materlândia,705075.96,7956722.659
1813,MG,Mateus Leme,559441.918,7790694.925
1814,MG,Mathias Lobato,825443.82,7941739.659
1815,MG,Matias Barbosa,674262.331,7580722.475
1816,MG,Matias Cardoso,616776.04,8357283.691
1817,MG,Matipó,777802.837,7754492.632
1818,MG,Mato Verde,729686.781,8296912.233
1819,MG,Matozinhos,595796.099,7837581.099
1820,MG,Matutina,398421.098,7874778.798
1821,MG,Medeiros,372567.032,7789548.462
1822,MG,Medina,877162.614,8202980.565
1823,MG,Mendes Pimentel,879303.495,7932636.127
1824,MG,Mercês,672969.726,7655075.18
1825,MG,Mesquita,751489.457,7872655.405
1826,MG,Minas Novas,756462.351,8094995.551
1827,MG,Minduri,540853.458,7602571.513
1828,MG,Mirabela,589738.088,8202560.453
1829,MG,Miradouro,776119.852,7687750.666
1831,MG,Miravânia,563589.384,8370925.678
1830,MG,Miraí,747877.978,7653611.938
1832,MG,Moeda,599064.556,7750622.974
1833,MG,Moema,456786.7,7806311.743
1834,MG,Monjolos,593204.085,7973689.97
1835,MG,Monsenhor Paulo,444263.733,7593874.192
1836,MG,Montalvânia,567707.346,8405764.942
1837,MG,Monte Alegre de Minas,90955.198,7909176.783
1838,MG,Monte Azul,728684.806,8323822.123
1839,MG,Monte Belo,358598.139,7641040.404
1840,MG,Monte Carmelo,237312.749,7927185.268
1841,MG,Monte Formoso,899964.512,8131115.869
1842,MG,Monte Santo de Minas,294934.957,7655844.1
1844,MG,Monte Sião,338119.303,7518337.06
1843,MG,Montes Claros,621759.181,8150165.627
1845,MG,Montezuma,769266.038,8321303.705
1846,MG,Morada Nova de Minas,462188.657,7943418.001
1847,MG,Morro da Garça,542105.57,7950510.609
1848,MG,Morro do Pilar,670349.904,7873635.289
1849,MG,Munhoz,360015.284,7499104.01
1850,MG,Muriaé,773239.283,7661206.319
1851,MG,Mutum,872948.364,7805381.777
1852,MG,Muzambinho,342271.41,7636232.957
1805,MG,Mário Campos,584876.514,7781877.034
1853,MG,Nacip Raydan,790655.766,7957325.508
1854,MG,Nanuque,992774.392,8020484.735
1855,MG,Naque,780585.252,7871665.982
1856,MG,Natalândia,341252.951,8174932.903
1857,MG,Natércia,447164.126,7554271.68
1858,MG,Nazareno,540079.294,7653811.645
1859,MG,Nepomuceno,475619.252,7652111.901
1860,MG,Ninheira,848360.641,8304252.006
1861,MG,Nova Belém,910830.285,7950895.33
1862,MG,Nova Era,706074.892,7814131.099
1863,MG,Nova Lima,620231.288,7790788.821
1864,MG,Nova Módica,869943.884,7957366.895
1865,MG,Nova Ponte,218312.213,7880847.063
1866,MG,Nova Porteirinha,682716.015,8252525.006
1867,MG,Nova Resende,352979.914,7662963.584
1868,MG,Nova Serrana,501605.84,7802760.57
1869,MG,Nova União,648522.593,7822471.248
1870,MG,Novo Cruzeiro,831127.542,8066249.209
1871,MG,Novo Oriente de Minas,901781.536,8071235.866
1872,MG,Novorizonte,777762.479,8227534.383
1873,MG,Olaria,609984.885,7582311.874
1874,MG,Olhos-d`Água,651855.528,8076079.884
1876,MG,Oliveira,517803.47,7711241.425
1877,MG,Oliveira Fortes,660747.584,7639425.47
1875,MG,Olímpio Noronha,472584.668,7559561.823
1878,MG,Onça de Pitangui,520352.126,7818655.795
1879,MG,Oratórios,729783.736,7739418.485
1880,MG,Orizânia,792111.608,7729116.383
1881,MG,Ouro Branco,635932.435,7729735.339
1882,MG,Ouro Fino,358690.179,7535775.135
1883,MG,Ouro Preto,655284.703,7745812.291
1884,MG,Ouro Verde de Minas,894572.338,7997872.607
1885,MG,Padre Carvalho,766124.038,8189098.224
1886,MG,Padre Paraíso,874506.908,8108681.7
1889,MG,Pai Pedro,707005.534,8282439.595
1887,MG,Paineiras,443966.095,7910225.468
1888,MG,Pains,430842.124,7747382.732
1890,MG,Paiva,665068.851,7644781.816
1891,MG,Palma,778703.382,7633990.258
1892,MG,Palmópolis,987596.586,8143999.313
1893,MG,Papagaios,526578.305,7850254.132
1894,MG,Paracatu,301047.889,8094573.483
1896,MG,Paraguaçu,423641.809,7617186.511
1897,MG,Paraisópolis,419772.061,7505651.122
1898,MG,Paraopeba,562588.179,7868836.625
1895,MG,Pará de Minas,540692.034,7804689.908
1900,MG,Passa Quatro,502992.831,7524327.851
1901,MG,Passa Tempo,552850.953,7716070.891
1902,MG,Passa-Vinte,578688.921,7544108.769
1899,MG,Passabém,695552.994,7859290.655
1903,MG,Passos,332450.413,7708088.42
1904,MG,Patis,598538.595,8222299.883
1905,MG,Patos de Minas,341575.663,7946095.78
1906,MG,Patrocínio,290081.458,7904861.93
1907,MG,Patrocínio do Muriaé,789488.587,7658223.055
1908,MG,Paula Cândido,710643.845,7690318.499
1909,MG,Paulistas,725740.152,7961170.669
1910,MG,Pavão,924713.664,8068798.693
1912,MG,Pedra Azul,897056.999,8226560.156
1913,MG,Pedra Bonita,778394.697,7728491.085
1916,MG,Pedra Dourada,796473.403,7694418.1
1914,MG,Pedra do Anta,738439.546,7720801.119
1915,MG,Pedra do Indaiá,478000.448,7760137.029
1917,MG,Pedralva,452042.874,7540684.288
1918,MG,Pedras de Maria da Cruz,565281.017,8274857.445
1919,MG,Pedrinópolis,241593.334,7872550.532
1920,MG,Pedro Leopoldo,600839.395,7829087.956
1921,MG,Pedro Teixeira,630025.779,7599006.101
1922,MG,Pequeri,694875.403,7584341.355
1923,MG,Pequi,535603.157,7829607.527
1924,MG,Perdigão,491839.013,7795039.299
1925,MG,Perdizes,258764.094,7859575.906
1926,MG,Perdões,490695.639,7667532.221
1927,MG,Periquito,791005.135,7879457.155
1928,MG,Pescador,859310.85,7966961.084
1911,MG,Peçanha,757745.657,7947870.555
1929,MG,Piau,674745.263,7620503.407
1930,MG,Piedade de Caratinga,806477.714,7812510.37
1931,MG,Piedade de Ponte Nova,736310.912,7759919.358
1932,MG,Piedade do Rio Grande,583521.375,7625728.021
1933,MG,Piedade dos Gerais,580896.163,7736148.144
1934,MG,Pimenta,416063.187,7734892.898
1935,MG,Pingo-d`Água,771694.813,7816615.324
1936,MG,Pintópolis,485007.253,8224731.836
1937,MG,Piracema,554393.212,7732119.193
1938,MG,Pirajuba,112248.956,7794295.214
1939,MG,Piranga,677412.179,7711958.314
1941,MG,Piranguinho,445197.618,7523358.331
1940,MG,Piranguçu,449143.949,7508984.481
1942,MG,Pirapetinga,774947.197,7602957.48
1943,MG,Pirapora,507011.54,8082922.456
1944,MG,Piraúba,705708.404,7645295.384
1945,MG,Pitangui,510863.217,7824577.493
1946,MG,Piumhi,399994.558,7735524.888
1947,MG,Planura,113091.397,7768986.508
1950,MG,Pocrane,853155.42,7826993.842
1951,MG,Pompéu,498517.253,7874203.402
1952,MG,Ponte Nova,719360.116,7741621.423
1953,MG,Ponto Chique,493732.128,8161570.02
1954,MG,Ponto dos Volantes,872977.461,8145114.792
1955,MG,Porteirinha,711283.795,8258790.971
1956,MG,Porto Firme,699659.186,7713837.794
1957,MG,Poté,840750.96,8028164.835
1958,MG,Pouso Alegre,403233.943,7541792.418
1959,MG,Pouso Alto,502596.229,7545437.16
1948,MG,Poço Fundo,400157.998,7591211.178
1949,MG,Poços de Caldas,337764.038,7590701.943
1960,MG,Prados,595808.255,7670962.781
1961,MG,Prata,87131.548,7860340.984
1963,MG,Pratinha,355865.19,7816818.879
1962,MG,Pratápolis,306085.145,7705394.235
1964,MG,Presidente Bernardes,688475.66,7702741.012
1965,MG,Presidente Juscelino,599145.839,7938733.3
1966,MG,Presidente Kubitschek,651621.35,7940693.365
1967,MG,Presidente Olegário,350383.129,7963911.676
1968,MG,Prudente de Morais,588256.112,7846484.642
1969,MG,Quartel Geral,441479.335,7869167.048
1970,MG,Queluzito,616075.702,7706053.971
1971,MG,Raposos,624731.204,7792105.868
1972,MG,Raul Soares,766611.209,7774736.216
1973,MG,Recreio,762313.851,7617188.221
1974,MG,Reduto,815032.431,7759080.533
1975,MG,Resende Costa,578957.347,7686843.396
1976,MG,Resplendor,894547.543,7859546.724
1977,MG,Ressaquinha,628841.723,7670247.034
1978,MG,Riachinho,394326.717,8205832.605
1979,MG,Riacho dos Machados,708787.35,8229073.861
1981,MG,Ribeirão Vermelho,493390.129,7657059.713
1980,MG,Ribeirão das Neves,595917.556,7814587.882
1982,MG,Rio Acima,626740.94,7778369.497
1983,MG,Rio Casca,745914.538,7761480.668
1984,MG,Rio Doce,719424.665,7760438.361
1986,MG,Rio Espera,658962.343,7693144.97
1987,MG,Rio Manso,572383.852,7758867.945
1988,MG,Rio Novo,695131.668,7625225.546
