id_municipio,uf,municipio,easting,northing
2,AC,Acrelândia,-1958411.109,8830611.068
3,AC,Assis Brasil,-2265328.602,8673884.339
4,AC,Brasiléia,-2166625.763,8674405.566
5,AC,Bujari,-2083439.546,8823060.318
6,AC,Capixaba,-2044951.985,8735822.143
7,AC,Cruzeiro do Sul,-2674610.954,9048617.181
8,AC,Epitaciolândia,-2164537.602,8671707.302
9,AC,Feijó,-2384761.066,9001379.939
10,AC,Jordão,-2561636.836,8832754.458
12,AC,Manoel Urbano,-2248455.569,8929974.05
13,AC,Marechal Thaumaturgo,-2677607.508,8884449.085
11,AC,Mâncio Lima,-2702539.044,9048043.634
14,AC,Plácido de Castro,-1982832.074,8774613.489
15,AC,Porto Acre,-2037190.079,8854389.343
16,AC,Porto Walter,-2678550.536,8968886.627
17,AC,Rio Branco,-2066575.531,8805106.767
18,AC,Rodrigues Alves,-2671835.183,9034942.745
19,AC,Santa Rosa do Purus,-2390308.948,8844674.763
21,AC,Sena Madureira,-2175057.029,8907139.067
20,AC,Senador Guiomard,-2054616.813,8785024.367
22,AC,Tarauacá,-2436103.587,8999550.685
23,AC,Xapuri,-2140032.234,8718058.963
25,AL,Anadia,1457023.525,8917144.317
26,AL,Arapiraca,1417620.258,8910316.569
27,AL,Atalaia,1490734.279,8935627.089
28,AL,Barra de Santo Antônio,1546465.198,8946414.984
29,AL,Barra de São Miguel,1501178.49,8898789.66
30,AL,Batalha,1365618.226,8920575.726
32,AL,Belo Monte,1349300.77,8904378.866
31,AL,Belém,1437094.363,8930443.084
33,AL,Boca da Mata,1467714.07,8921544.939
34,AL,Branquinha,1490692.484,8966801.756
35,AL,Cacimbinhas,1382041.868,8950671.268
36,AL,Cajueiro,1474691.424,8948631.457
37,AL,Campestre,1541608.8,9008762.361
38,AL,Campo Alegre,1451782.234,8906136.502
39,AL,Campo Grande,1402541.343,8888283.094
40,AL,Canapi,1315630.481,8983569.585
41,AL,Capela,1482793.197,8946674.351
42,AL,Carneiros,1339055.271,8942314.956
43,AL,Chã Preta,1459280.124,8965104.503
44,AL,Coité do Nóia,1426487.097,8923662.515
45,AL,Colônia Leopoldina,1524373.795,9001263.896
46,AL,Coqueiro Seco,1513592.567,8920993.125
47,AL,Coruripe,1470793.295,8867246.391
48,AL,Craíbas,1406001.0,8925916.548
49,AL,Delmiro Gouveia,1270541.543,8954839.701
50,AL,Dois Riachos,1370402.534,8952786.351
51,AL,Estrela de Alagoas,1407195.951,8951237.497
52,AL,Feira Grande,1414998.447,8894321.6
53,AL,Feliz Deserto,1455772.112,8849100.723
54,AL,Flexeiras,1524179.93,8961524.862
55,AL,Girau do Ponciano,1398423.743,8896359.182
56,AL,Ibateguara,1500175.465,8995132.265
57,AL,Igaci,1420907.875,8934507.244
58,AL,Igreja Nova,1416774.124,8869146.422
59,AL,Inhapi,1298316.392,8972039.424
60,AL,Jacaré dos Homens,1357458.06,8925088.655
61,AL,Jacuípe,1553820.119,9009313.799
62,AL,Japaratinga,1574888.492,8980948.018
63,AL,Jaramataia,1379870.875,8921576.487
64,AL,Jequia Da Praia,1488599.646,8879558.237
65,AL,Joaquim Gomes,1520868.388,8977295.842
66,AL,Jundiá,1541534.298,8999154.389
67,AL,Junqueiro,1437256.405,8892818.852
68,AL,Lagoa da Canoa,1408566.613,8901820.734
69,AL,Limoeiro de Anadia,1434211.273,8911452.776
70,AL,Maceió,1520659.829,8917570.003
71,AL,Major Isidoro,1381606.687,8936291.787
76,AL,Mar Vermelho,1448787.34,8943914.226
72,AL,Maragogi,1579222.178,8989808.398
73,AL,Maravilha,1342429.052,8970611.236
74,AL,Marechal Deodoro,1502561.959,8913164.436
75,AL,Maribondo,1457679.015,8928464.895
77,AL,Mata Grande,1300616.206,8983995.885
78,AL,Matriz de Camaragibe,1545630.988,8974229.884
79,AL,Messias,1509897.617,8948342.973
80,AL,Minador do Negrão,1395742.052,8960277.956
81,AL,Monteirópolis,1352798.775,8928752.15
82,AL,Murici,1498635.208,8958380.962
83,AL,Novo Lino,1530698.171,8998431.128
86,AL,Olho d`Água Grande,1400323.215,8876972.546
84,AL,Olho d`Água das Flores,1347805.044,8936308.428
85,AL,Olho d`Água do Casado,1288917.18,8941291.317
87,AL,Olivença,1359102.776,8937986.449
88,AL,Ouro Branco,1342243.587,8978603.449
89,AL,Palestina,1342816.561,8921016.438
90,AL,Palmeira dos Índios,1421750.255,8949238.402
92,AL,Pariconha,1270818.971,8969203.484
93,AL,Paripueira,1541619.302,8939727.933
94,AL,Passo de Camaragibe,1550903.591,8963916.623
95,AL,Paulo Jacinto,1451319.862,8952739.274
96,AL,Penedo,1424903.924,8850609.255
97,AL,Piaçabuçu,1440913.312,8836924.151
98,AL,Pilar,1496495.684,8925461.004
99,AL,Pindoba,1459394.481,8940692.731
100,AL,Piranhas,1296716.382,8927706.707
102,AL,Porto Calvo,1559927.702,8985333.421
104,AL,Porto Real do Colégio,1396924.647,8862790.811
103,AL,Porto de Pedras,1570043.028,8972935.41
101,AL,Poço das Trincheiras,1349275.696,8961875.521
91,AL,Pão de Açúcar,1331446.882,8913977.555
105,AL,Quebrangulo,1440130.001,8958370.528
106,AL,Rio Largo,1509620.956,8938944.066
107,AL,Roteiro,1493135.27,8899388.443
108,AL,Santa Luzia do Norte,1511048.1,8924808.241
109,AL,Santana do Ipanema,1353653.981,8954797.261
110,AL,Santana do Mundaú,1468479.027,8974296.245
118,AL,Satuba,1511207.696,8928677.816
119,AL,Senador Rui Palmeira,1330203.142,8944170.644
111,AL,São Brás,1390582.472,8870116.507
112,AL,São José da Laje,1487381.46,8991581.952
113,AL,São José da Tapera,1338230.938,8934198.623
114,AL,São Luís do Quitunde,1541106.164,8955991.664
115,AL,São Miguel dos Campos,1480101.074,8905561.591
116,AL,São Miguel dos Milagres,1561778.674,8961399.667
117,AL,São Sebastião,1428480.262,8890420.159
120,AL,Tanque d`Arca,1443162.259,8934393.455
121,AL,Taquarana,1436614.496,8922090.468
122,AL,Teotônio Vilela,1451758.221,8891368.316
123,AL,Traipu,1378785.079,8888063.553
124,AL,União dos Palmares,1490222.151,8975120.67
125,AL,Viçosa,1465101.618,8952428.263
24,AL,Água Branca,1277528.612,8968440.442
126,AM,Alvarães,-1745005.48,9620757.261
127,AM,Amaturá,-2150623.384,9594025.325
166,AM,Anamã,-1346338.794,9588950.762
128,AM,Anori,-1376196.172,9567733.917
129,AM,Apuí,-1162947.601,9177253.183
130,AM,Atalaia do Norte,-2389875.264,9465947.552
131,AM,Autazes,-1084886.614,9591251.571
132,AM,Barcelos,-1528586.178,9885719.508
133,AM,Barreirinha,-851311.877,9683610.701
134,AM,Benjamin Constant,-2369937.279,9465790.487
135,AM,Beruri,-1341589.29,9550807.356
136,AM,Boa Vista do Ramos,-910185.885,9663134.053
137,AM,Boca do Acre,-2025320.072,8955612.144
138,AM,Borba,-1136157.211,9498377.461
139,AM,Caapiranga,-1326505.02,9618283.18
140,AM,Canutama,-1685627.729,9235363.731
141,AM,Carauari,-1990026.912,9418333.641
142,AM,Careiro,-1227316.38,9568004.676
143,AM,Careiro da Várzea,-1162514.686,9634455.077
144,AM,Coari,-1548266.019,9523705.238
145,AM,Codajás,-1423368.031,9557025.724
146,AM,Eirunepé,-2337017.02,9189210.229
147,AM,Envira,-2351267.1,9093092.475
148,AM,Fonte Boa,-1900006.458,9700930.407
149,AM,Guajará,-2664856.126,9060489.499
150,AM,Humaitá,-1522193.201,9127010.683
151,AM,Ipixuna,-2557888.503,9128396.977
152,AM,Iranduba,-1207645.949,9624866.189
153,AM,Itacoatiara,-1007760.1,9643262.558
154,AM,Itamarati,-2144348.486,9227155.441
155,AM,Itapiranga,-960855.611,9689007.113
156,AM,Japurá,-2000969.116,9775604.012
157,AM,Juruá,-1895034.229,9587136.406
158,AM,Jutaí,-1978956.19,9671615.933
159,AM,Lábrea,-1728706.463,9146849.997
160,AM,Manacapuru,-1257355.884,9622261.952
161,AM,Manaquiri,-1238587.244,9605340.198
162,AM,Manaus,-1188498.305,9643034.164
163,AM,Manicoré,-1327819.66,9331563.948
164,AM,Maraã,-1839132.973,9781127.107
165,AM,Maués,-923190.072,9615520.983
167,AM,Nhamundá,-811395.115,9750737.015
168,AM,Nova Olinda do Norte,-1080686.044,9555454.219
169,AM,Novo Airão,-1295620.426,9696876.351
170,AM,Novo Aripuanã,-1224472.847,9412360.28
171,AM,Parintins,-813001.674,9702233.853
172,AM,Pauini,-1985053.924,9080916.639
173,AM,Presidente Figueiredo,-1190248.606,9767654.524
174,AM,Rio Preto da Eva,-1150568.203,9690918.233
175,AM,Santa Isabel do Rio Negro,-1773481.746,9951653.055
176,AM,Santo Antônio do Içá,-2120735.521,9628298.03
180,AM,Silves,-985727.704,9680021.568
177,AM,São Gabriel da Cachoeira,-2021060.738,9985786.902
178,AM,São Paulo de Olivença,-2242922.269,9579743.757
179,AM,São Sebastião do Uatumã,-943256.838,9709801.757
181,AM,Tabatinga,-2358786.834,9482788.828
182,AM,Tapauá,-1547612.282,9346049.63
183,AM,Tefé,-1735064.889,9604401.311
184,AM,Tonantins,-2102719.865,9656255.678
185,AM,Uarini,-1782501.619,9647215.62
186,AM,Urucará,-929694.635,9713315.375
187,AM,Urucurituba,-974066.952,9644856.158
188,AP,Amapá,-145606.522,10228055.177
189,AP,Calçoene,-162791.087,10278360.001
190,AP,Cutias,-146318.374,10109720.928
191,AP,Ferreira Gomes,-188895.046,10095310.075
192,AP,Itaubal,-132026.734,10066217.307
193,AP,Laranjal do Jari,-331610.276,9910269.994
194,AP,Macapá,-176646.812,10003883.171
195,AP,Mazagão,-201240.445,9987393.935
196,AP,Oiapoque,-260459.876,10427571.996
197,AP,Pedra Branca do Amaparí,-275240.127,10086569.143
198,AP,Porto Grande,-215335.586,10079244.516
199,AP,Pracuúba,-145005.284,10193917.839
200,AP,Santana,-188233.415,9994948.692
201,AP,Serra do Navio,-281193.589,10100381.057
202,AP,Tartarugalzinho,-158443.488,10167411.03
203,AP,Vitória do Jari,-328331.03,9895440.44
205,BA,Abaré,1148297.914,9030962.106
204,BA,Abaíra,861811.897,8532929.308
206,BA,Acajutiba,1262556.382,8701896.033
207,BA,Adustina,1255396.756,8826134.722
209,BA,Aiquara,1051782.432,8432224.237
210,BA,Alagoinhas,1217302.225,8649996.608
211,BA,Alcobaça,1116128.239,8053572.614
212,BA,Almadina,1077590.456,8367001.541
213,BA,Amargosa,1086104.483,8554256.445
214,BA,Amélia Rodrigues,1179919.113,8622189.21
215,BA,América Dourada,888656.33,8732645.576
216,BA,Anagé,916466.452,8380694.98
217,BA,Andaraí,898573.007,8581605.467
218,BA,Andorinha,1065715.111,8851501.457
219,BA,Angical,532627.495,8672730.532
220,BA,Anguera,1126983.065,8650644.064
221,BA,Antas,1230566.097,8844271.354
222,BA,Antônio Cardoso,1140344.344,8618414.975
223,BA,Antônio Gonçalves,1017067.672,8826908.838
224,BA,Aporá,1255787.018,8702042.052
225,BA,Apuarema,1067999.801,8462149.955
227,BA,Aracatu,881267.061,8402006.276
228,BA,Araci,1160412.79,8741193.242
229,BA,Aramari,1209085.341,8655217.293
230,BA,Arataca,1100074.989,8304640.148
231,BA,Aratuípe,1151128.035,8547220.159
226,BA,Araças,1240941.195,8639779.431
232,BA,Aurelino Leal,1112436.366,8409262.452
233,BA,Baianópolis,550146.641,8640048.133
234,BA,Baixa Grande,1026569.128,8674161.562
235,BA,Banzaê,1199167.678,8823426.831
236,BA,Barra,702521.671,8773892.31
237,BA,Barra da Estiva,896696.722,8490898.345
238,BA,Barra do Choça,975993.264,8351840.688
239,BA,Barra do Mendes,820507.006,8692771.399
240,BA,Barra do Rocha,1083505.283,8423394.18
241,BA,Barreiras,500344.029,8657538.081
242,BA,Barro Alto,837316.764,8698072.354
342,BA,Barro Preto,1095238.401,8357029.042
5627,BA,Barrocas,1146877.178,8719025.755
243,BA,Belmonte,1156763.124,8236843.907
244,BA,Belo Campo,901707.498,8334584.523
245,BA,Biritinga,1176557.352,8709505.373
246,BA,Boa Nova,1017377.484,8407109.324
247,BA,Boa Vista do Tupim,977535.928,8597578.52
248,BA,Bom Jesus da Lapa,672185.358,8534606.849
249,BA,Bom Jesus da Serra,984262.309,8407048.432
250,BA,Boninal,844469.6,8593179.595
251,BA,Bonito,906936.636,8674367.829
252,BA,Boquira,746140.441,8581629.14
253,BA,Botuporã,768998.845,8519797.125
255,BA,Brejolândia,612160.522,8619978.557
254,BA,Brejões,1064490.479,8545548.345
256,BA,Brotas de Macaúbas,757787.625,8673284.614
257,BA,Brumado,859516.09,8427353.628
258,BA,Buerarema,1113483.94,8338261.579
259,BA,Buritirama,649793.099,8814972.623
260,BA,Caatiba,994080.448,8339887.262
261,BA,Cabaceiras do Paraguaçu,1132168.115,8607679.552
262,BA,Cachoeira,1157272.202,8599580.287
263,BA,Caculé,799347.288,8395126.446
265,BA,Caetanos,940555.437,8411361.257
266,BA,Caetité,771471.274,8443258.209
267,BA,Cafarnaum,885057.737,8705163.764
268,BA,Cairu,1145354.355,8500791.947
269,BA,Caldeirão Grande,1014432.804,8777676.863
270,BA,Camacan,1091791.11,8288287.96
272,BA,Camamu,1137546.99,8451015.806
271,BA,Camaçari,1226063.579,8586752.659
273,BA,Campo Alegre de Lourdes,718164.598,8946786.556
274,BA,Campo Formoso,1012618.602,8834313.094
276,BA,Canarana,852439.7,8706171.026
277,BA,Canavieiras,1148989.032,8258047.678
278,BA,Candeal,1141557.42,8688273.428
279,BA,Candeias,1202015.609,8590485.222
280,BA,Candiba,730010.222,8405891.977
282,BA,Cansanção,1102994.447,8815719.24
283,BA,Canudos,1142710.499,8899970.13
275,BA,Canápolis,586627.511,8554715.207
284,BA,Capela do Alto Alegre,1063656.001,8705253.912
285,BA,Capim Grosso,1045172.107,8737347.038
287,BA,Caravelas,1109450.576,8030717.598
286,BA,Caraíbas,902815.274,8369556.576
288,BA,Cardeal da Silva,1269733.659,8669441.536
289,BA,Carinhanha,632411.017,8418907.627
290,BA,Casa Nova,942663.28,8984527.216
291,BA,Castro Alves,1106037.315,8583104.848
292,BA,Catolândia,514699.859,8639161.655
293,BA,Catu,1221266.878,8625659.12
294,BA,Caturama,793547.045,8525440.233
264,BA,Caém,999400.965,8772708.041
295,BA,Central,815514.476,8767271.481
296,BA,Chorrochó,1149874.622,9003287.599
298,BA,Cipó,1209288.935,8764861.61
299,BA,Coaraci,1087064.601,8374759.534
300,BA,Cocos,550152.829,8432166.191
301,BA,Conceição da Feira,1153233.629,8609859.687
302,BA,Conceição do Almeida,1133590.356,8579648.331
303,BA,Conceição do Coité,1124536.393,8715843.446
304,BA,Conceição do Jacuípe,1178759.754,8629402.445
305,BA,Conde,1306730.761,8682883.905
306,BA,Condeúba,825830.986,8350272.264
307,BA,Contendas do Sincorá,927538.066,8476004.408
308,BA,Coração de Maria,1181164.195,8639747.688
309,BA,Cordeiros,830045.176,8335437.111
310,BA,Coribe,558512.158,8471758.932
311,BA,Coronel João Sá,1277136.525,8854504.313
312,BA,Correntina,539705.819,8524386.471
313,BA,Cotegipe,580925.602,8670820.128
314,BA,Cravolândia,1063448.614,8517906.361
316,BA,Cristópolis,562938.721,8648509.974
315,BA,Crisópolis,1248506.833,8719124.071
317,BA,Cruz das Almas,1141591.647,8592369.933
318,BA,Curaçá,1061331.557,9002943.462
281,BA,Cândido Sales,903370.294,8282907.798
297,BA,Cícero Dantas,1225761.668,8821659.449
320,BA,Dias d`Ávila,1229968.451,8595658.845
321,BA,Dom Basílio,849592.597,8476856.668
322,BA,Dom Macedo Costa,1131026.573,8566589.066
319,BA,Dário Meira,1050033.585,8399396.878
323,BA,Elísio Medrado,1095318.79,8562915.27
324,BA,Encruzilhada,938663.621,8278838.997
325,BA,Entre Rios,1254383.969,8670724.92
327,BA,Esplanada,1270571.947,8686465.679
328,BA,Euclides da Cunha,1155975.725,8832182.771
329,BA,Eunápolis,1079315.411,8182233.996
331,BA,Feira da Mata,578287.617,8429545.682
332,BA,Feira de Santana,1157285.109,8636611.853
333,BA,Filadélfia,1031574.985,8808510.355
334,BA,Firmino Alves,1046067.84,8337366.227
335,BA,Floresta Azul,1075411.497,8349938.662
336,BA,Formosa do Rio Preto,478920.421,8780385.731
330,BA,Fátima,1242816.17,8818357.374
337,BA,Gandu,1098169.503,8473706.406
338,BA,Gavião,1070529.552,8727002.327
339,BA,Gentio do Ouro,771946.949,8734833.411
340,BA,Glória,1242359.872,8960015.735
341,BA,Gongogi,1097283.728,8409793.718
343,BA,Governador Mangabeira,1148265.492,8599789.911
344,BA,Guajeru,830002.436,8389595.927
345,BA,Guanambi,739565.693,8426462.709
346,BA,Guaratinga,1056992.644,8159294.647
347,BA,Heliópolis,1235303.695,8811114.322
348,BA,Iaçu,1020944.258,8583846.045
349,BA,Ibiassucê,795965.315,8420540.785
350,BA,Ibicaraí,1082600.359,8350326.978
351,BA,Ibicoara,902557.967,8514944.897
352,BA,Ibicuí,1039825.206,8352761.444
353,BA,Ibipeba,825008.241,8711129.283
354,BA,Ibipitanga,772877.796,8574751.082
355,BA,Ibiquera,941904.273,8598756.547
356,BA,Ibirapitanga,1107473.237,8426727.194
357,BA,Ibirapuã,1018793.139,8038136.503
358,BA,Ibirataia,1078776.668,8438575.072
359,BA,Ibitiara,802214.78,8599941.172
360,BA,Ibititá,830007.625,8722409.469
361,BA,Ibotirama,694030.025,8653139.94
362,BA,Ichu,1134010.707,8695299.058
363,BA,Igaporã,747001.65,8476092.299
364,BA,Igrapiúna,1134696.492,8463341.846
365,BA,Iguaí,1029093.802,8363236.202
366,BA,Ilhéus,1141720.455,8356028.226
367,BA,Inhambupe,1225444.176,8689050.236
368,BA,Ipecaetá,1119977.302,8633378.76
369,BA,Ipiaú,1068951.82,8432320.169
370,BA,Ipirá,1073449.463,8650631.074
371,BA,Ipupiara,759549.794,8692036.458
372,BA,Irajuba,1033045.715,8529264.964
373,BA,Iramaia,937972.735,8527218.921
374,BA,Iraquara,868296.296,8644280.26
375,BA,Irará,1180047.56,8660117.875
376,BA,Irecê,843544.2,8748631.996
377,BA,Itabela,1081155.096,8159772.479
378,BA,Itaberaba,1010508.284,8610939.874
379,BA,Itabuna,1116652.702,8357290.966
380,BA,Itacaré,1148648.452,8413076.587
381,BA,Itaeté,937620.356,8561267.046
382,BA,Itagi,1038762.775,8428665.589
383,BA,Itagibá,1056686.502,8415312.837
384,BA,Itagimirim,1076818.719,8214476.01
385,BA,Itaguaçu da Bahia,784146.918,8781165.708
386,BA,Itaju do Colônia,1067081.884,8319739.394
387,BA,Itajuípe,1107037.842,8369627.922
388,BA,Itamaraju,1081950.773,8108116.765
389,BA,Itamari,1075475.389,8470431.475
390,BA,Itambé,969673.079,8310090.711
391,BA,Itanagra,1258238.047,8634726.043
392,BA,Itanhém,996884.608,8096296.741
393,BA,Itaparica,1186910.278,8566195.494
395,BA,Itapebi,1085828.152,8228335.487
396,BA,Itapetinga,1010765.789,8308716.075
397,BA,Itapicuru,1240816.92,8741254.884
398,BA,Itapitanga,1086569.616,8399554.471
394,BA,Itapé,1100617.673,8346575.011
399,BA,Itaquara,1048600.02,8507908.023
400,BA,Itarantim,1029473.098,8263303.916
401,BA,Itatim,1076670.212,8589060.441
402,BA,Itiruçu,1025672.481,8499141.21
403,BA,Itiúba,1064479.837,8813048.349
404,BA,Itororó,1030481.756,8323546.931
405,BA,Ituaçu,900108.245,8470127.756
406,BA,Ituberá,1133684.9,8474996.464
407,BA,Iuiú,655293.493,8406949.338
408,BA,Jaborandi,562141.589,8495654.485
409,BA,Jacaraci,776251.872,8356224.9
410,BA,Jacobina,990485.192,8760252.223
411,BA,Jaguaquara,1045569.498,8499205.799
412,BA,Jaguarari,1026227.523,8862256.213
413,BA,Jaguaripe,1162993.611,8542561.439
414,BA,Jandaíra,1288566.057,8711931.698
415,BA,Jequié,1031403.441,8463301.366
416,BA,Jeremoabo,1230528.141,8879576.337
417,BA,Jiquiriçá,1088610.163,8527470.921
418,BA,Jitaúna,1051705.904,8444865.77
419,BA,João Dourado,865199.177,8743370.979
420,BA,Juazeiro,994161.29,8955954.049
421,BA,Jucuruçu,1015675.687,8130858.166
422,BA,Jussara,831078.974,8777578.849
423,BA,Jussari,1092524.151,8312955.071
424,BA,Jussiape,869396.543,8503281.772
425,BA,Lafaiete Coutinho,1018375.678,8485406.208
426,BA,Lagoa Real,809705.066,8446694.811
427,BA,Laje,1105421.431,8537630.38
429,BA,Lajedinho,945563.761,8631013.266
430,BA,Lajedo do Tabocal,1017857.782,8506259.974
428,BA,Lajedão,995033.703,8047343.16
431,BA,Lamarão,1167175.221,8691263.648
432,BA,Lapão,846160.908,8739547.191
433,BA,Lauro de Freitas,1226065.839,8564688.409
434,BA,Lençóis,892078.31,8608657.152
435,BA,Licínio de Almeida,768207.441,8375122.448
436,BA,Livramento de Nossa Senhora,841589.857,8490213.417
437,BA,Luis Eduardo Magalhaes,414404.173,8662747.746
438,BA,Macajuba,1005686.221,8654471.273
439,BA,Macarani,991424.309,8273951.927
440,BA,Macaúbas,750052.345,8559673.528
441,BA,Macururé,1154622.842,8981783.657
442,BA,Madre de Deus,1194371.764,8582544.432
443,BA,Maetinga,877987.034,8376088.621
444,BA,Maiquinique,1008714.466,8266978.409
445,BA,Mairi,1029792.188,8700870.631
446,BA,Malhada,632789.058,8414634.444
447,BA,Malhada de Pedras,836054.469,8407458.438
448,BA,Manoel Vitorino,1014242.204,8430717.893
449,BA,Mansidão,604669.506,8814518.022
450,BA,Maracás,994917.147,8510115.85
451,BA,Maragogipe,1161307.933,8579849.152
452,BA,Maraú,1147224.721,8432560.637
453,BA,Marcionílio Souza,985224.877,8557885.667
454,BA,Mascote,1111883.992,8272201.347
455,BA,Mata de São João,1229317.136,8605481.418
456,BA,Matina,732975.778,8461071.573
457,BA,Medeiros Neto,1007873.471,8073107.823
458,BA,Miguel Calmon,980063.815,8732831.007
459,BA,Milagres,1058249.779,8572248.685
460,BA,Mirangaba,984026.926,8784774.723
461,BA,Mirante,956498.707,8421751.549
462,BA,Monte Santo,1121283.951,8840644.302
463,BA,Morpará,687938.546,8721877.212
464,BA,Morro do Chapéu,919378.466,8720518.666
465,BA,Mortugaba,782515.147,8337510.694
466,BA,Mucugê,893842.807,8559467.991
467,BA,Mucuri,1076726.789,7992954.772
468,BA,Mulungu do Morro,866295.803,8675111.126
469,BA,Mundo Novo,993717.961,8685567.586
470,BA,Muniz Ferreira,1139798.031,8554420.895
471,BA,Muquém de São Francisco,658498.287,8666017.344
472,BA,Muritiba,1153545.411,8595945.64
473,BA,Mutuípe,1096228.697,8531050.178
474,BA,Nazaré,1150484.184,8552584.488
475,BA,Nilo Peçanha,1138243.291,8488332.124
476,BA,Nordestina,1109787.791,8798437.886
477,BA,Nova Canaã,1022913.479,8359098.362
478,BA,Nova Fátima,1086185.56,8711795.56
479,BA,Nova Ibiá,1082421.237,8466521.547
480,BA,Nova Itarana,1035676.842,8554995.994
481,BA,Nova Redenção,926271.476,8580080.075
482,BA,Nova Soure,1212357.765,8750351.005
483,BA,Nova Viçosa,1096690.607,8012670.768
484,BA,Novo Horizonte,807434.893,8582376.225
485,BA,Novo Triunfo,1223974.182,8851910.097
486,BA,Olindina,1228451.929,8736991.922
487,BA,Oliveira dos Brejinhos,728723.915,8637919.306
488,BA,Ouriçangas,1196168.822,8663412.299
489,BA,Ourolândia,929093.413,8785884.715
490,BA,Palmas de Monte Alto,698408.355,8421897.353
491,BA,Palmeiras,871694.507,8615104.167
492,BA,Paramirim,798921.318,8512658.28
493,BA,Paratinga,697660.313,8596790.507
494,BA,Paripiranga,1282434.278,8809680.505
495,BA,Pau Brasil,1075099.011,8283924.959
496,BA,Paulo Afonso,1245872.368,8953882.837
499,BA,Pedro Alexandre,1280742.781,8884809.665
498,BA,Pedrão,1192314.6,8648854.511
500,BA,Piatã,850207.197,8544411.102
501,BA,Pilão Arcado,774768.057,8892981.337
502,BA,Pindaí,749411.161,8396584.794
503,BA,Pindobaçu,1007025.642,8808572.475
504,BA,Pintadas,1056147.614,8689191.067
505,BA,Piraí do Norte,1108016.922,8471826.705
506,BA,Piripá,853223.937,8345214.03
507,BA,Piritiba,984395.595,8699478.865
508,BA,Planaltino,1002096.658,8529251.956
509,BA,Planalto,988005.504,8373795.458
511,BA,Pojuca,1225604.75,8616748.519
512,BA,Ponto Novo,1032732.463,8794639.948
513,BA,Porto Seguro,1134615.498,8172679.833
514,BA,Potiraguá,1051256.415,8269286.126
510,BA,Poções,1000041.519,8389305.993
515,BA,Prado,1114707.508,8073977.599
516,BA,Presidente Dutra,829254.614,8749997.657
517,BA,Presidente Jânio Quadros,857634.294,8373498.861
518,BA,Presidente Tancredo Neves,1104831.286,8506559.705
497,BA,Pé de Serra,1087799.462,8686421.967
519,BA,Queimadas,1087566.9,8781690.481
520,BA,Quijingue,1133653.478,8805622.057
521,BA,Quixabeira,1032965.922,8734957.905
522,BA,Rafael Jambeiro,1098584.536,8622447.981
523,BA,Remanso,819984.537,8935301.945
524,BA,Retirolândia,1109091.987,8724677.339
527,BA,Riacho de Santana,722913.005,8494910.83
525,BA,Riachão das Neves,509342.178,8701005.721
526,BA,Riachão do Jacuípe,1112929.751,8688659.749
528,BA,Ribeira do Amparo,1219737.636,8771432.31
529,BA,Ribeira do Pombal,1207706.156,8794483.165
530,BA,Ribeirão do Largo,956927.526,8287288.271
534,BA,Rio Real,1272537.343,8721275.546
531,BA,Rio de Contas,845826.486,8495878.986
532,BA,Rio do Antônio,815742.511,8405236.284
533,BA,Rio do Pires,793816.937,8548178.579
535,BA,Rodelas,1185236.96,9015968.313
536,BA,Ruy Barbosa,990565.137,8638195.53
537,BA,Salinas da Margarida,1178651.537,8568644.611
538,BA,Salvador,1206204.457,8556966.113
540,BA,Santa Brígida,1256249.875,8916486.055
539,BA,Santa Bárbara,1157865.175,8671619.749
541,BA,Santa Cruz Cabrália,1138869.772,8190455.27
542,BA,Santa Cruz da Vitória,1058561.787,8339115.17
543,BA,Santa Inês,1062435.526,8526118.74
545,BA,Santa Luzia,1109321.948,8285605.363
546,BA,Santa Maria da Vitória,586505.183,8520052.427
549,BA,Santa Rita de Cássia,551836.1,8783288.19
550,BA,Santa Teresinha,1095616.414,8582085.519
544,BA,Santaluz,1114889.942,8750383.407
547,BA,Santana,602962.716,8564970.991
548,BA,Santanópolis,1168471.32,8662530.722
551,BA,Santo Amaro,1184164.195,8604758.338
552,BA,Santo Antônio de Jesus,1123668.364,8560108.087
553,BA,Santo Estêvão,1125836.163,8619345.798
566,BA,Sapeaçu,1132552.184,8586654.297
568,BA,Saubara,1178325.228,8583598.673
569,BA,Saúde,1001429.369,8786532.081
570,BA,Seabra,851000.28,8625217.523
571,BA,Sebastião Laranjeiras,721572.244,8388121.477
572,BA,Senhor do Bonfim,1027360.344,8839770.513
573,BA,Sento Sé,842523.36,8921601.595
575,BA,Serra Dourada,613930.975,8589284.392
576,BA,Serra Preta,1117745.875,8649740.317
574,BA,Serra do Ramalho,652247.68,8499844.789
577,BA,Serrinha,1153980.201,8704291.828
578,BA,Serrolândia,1013443.617,8734680.617
579,BA,Simões Filho,1217440.717,8577293.524
582,BA,Sobradinho,959846.231,8952608.191
583,BA,Souto Soares,865543.893,8661465.726
567,BA,Sátiro Dias,1199749.864,8710573.312
554,BA,São Desidério,502513.351,8633947.714
555,BA,São Domingos,1097801.156,8726924.392
556,BA,São Felipe,1142406.171,8573237.335
559,BA,São Francisco do Conde,1187805.074,8596755.815
557,BA,São Félix,1155714.129,8598394.113
558,BA,São Félix do Coribe,588377.905,8518274.931
560,BA,São Gabriel,840278.816,8758175.347
561,BA,São Gonçalo dos Campos,1156866.203,8618087.845
562,BA,São José da Vitória,1108734.318,8325137.948
